LOCUS LG POS
dDocent_Contig_63407 18 74.39
dDocent_Contig_339518 18 74.39
dDocent_Contig_1580 18 74.39
dDocent_Contig_5377 18 74.39
dDocent_Contig_343567 18 74.39
dDocent_Contig_378878 18 74.39
dDocent_Contig_59202 18 74.39
dDocent_Contig_1138 18 74.39
dDocent_Contig_242 18 74.39
dDocent_Contig_54855 18 74.39
dDocent_Contig_3424 19 0
dDocent_Contig_314536 19 0
dDocent_Contig_120251 19 0
dDocent_Contig_134399 19 0
dDocent_Contig_120759 19 0
dDocent_Contig_3025 19 0
dDocent_Contig_319453 19 0
dDocent_Contig_8855 19 0
dDocent_Contig_99398 19 3
dDocent_Contig_6758 19 3
dDocent_Contig_2225 19 7
dDocent_Contig_173886 19 11.12
dDocent_Contig_84748 19 15.27
dDocent_Contig_86933 19 20.14
dDocent_Contig_1316 19 20.83
dDocent_Contig_19061 19 23.1
dDocent_Contig_185668 19 25.14
dDocent_Contig_22427 19 25.96
dDocent_Contig_31001 19 26.36
dDocent_Contig_63665 19 27.19
dDocent_Contig_136639 19 29.29
dDocent_Contig_195082 19 29.29
dDocent_Contig_281132 19 29.29
dDocent_Contig_138566 19 29.29
dDocent_Contig_96731 19 30.27
dDocent_Contig_369 19 35.49
dDocent_Contig_119333 19 35.49
dDocent_Contig_50758 19 35.74
dDocent_Contig_132335 19 38.6
dDocent_Contig_174335 19 39.12
dDocent_Contig_5834 19 39.98
dDocent_Contig_24691 19 40.4
dDocent_Contig_32931 19 40.95
dDocent_Contig_319839 19 40.95
dDocent_Contig_25572 19 42.01
dDocent_Contig_6141 19 42.98
dDocent_Contig_13315 19 43.29
dDocent_Contig_362062 19 44.4
dDocent_Contig_79551 19 44.52
dDocent_Contig_31432 19 44.52
dDocent_Contig_15049 19 45.58
dDocent_Contig_192508 19 46.13
dDocent_Contig_3098 19 46.13
dDocent_Contig_61954 19 46.13
dDocent_Contig_313857 19 46.66
dDocent_Contig_93890 19 46.66
dDocent_Contig_243491 19 48.49
dDocent_Contig_360249 19 48.49
dDocent_Contig_46535 19 48.49
dDocent_Contig_6955 19 49.13
dDocent_Contig_294967 19 49.13
dDocent_Contig_23307 19 50.72
dDocent_Contig_30071 19 54.04
dDocent_Contig_382805 19 55.15
dDocent_Contig_365182 19 55.2
dDocent_Contig_48424 19 55.29
dDocent_Contig_12143 19 55.44
dDocent_Contig_62798 19 55.44
dDocent_Contig_13302 19 55.46
dDocent_Contig_52391 19 58.44
dDocent_Contig_22784 19 58.7
dDocent_Contig_2040 19 59.32
dDocent_Contig_55707 19 62.73
dDocent_Contig_106618 19 62.73
dDocent_Contig_7845 19 62.73
dDocent_Contig_18628 19 62.73
dDocent_Contig_128151 19 62.73
dDocent_Contig_31252 19 62.74
dDocent_Contig_26381 19 63.13
dDocent_Contig_15429 19 63.47
dDocent_Contig_300354 19 63.47
dDocent_Contig_125322 19 63.47
dDocent_Contig_19919 19 66.06
dDocent_Contig_7440 19 66.66
dDocent_Contig_50732 19 67.48
dDocent_Contig_45297 19 67.63
dDocent_Contig_17365 19 67.63
dDocent_Contig_35702 19 67.63
dDocent_Contig_157701 19 67.63
dDocent_Contig_233503 19 67.63
dDocent_Contig_42394 19 67.63
dDocent_Contig_9857 19 67.63
dDocent_Contig_58265 19 67.63
dDocent_Contig_642 19 67.63
dDocent_Contig_30705 19 67.63
dDocent_Contig_275327 19 67.63
dDocent_Contig_7029 19 67.63
dDocent_Contig_10422 19 67.63
dDocent_Contig_16362 19 67.63
dDocent_Contig_78385 19 67.63
dDocent_Contig_196966 19 67.63
dDocent_Contig_7246 19 67.63
dDocent_Contig_5904 19 67.63
dDocent_Contig_44054 19 67.63
dDocent_Contig_304969 19 67.63
dDocent_Contig_2335 19 67.63
dDocent_Contig_16925 19 67.63
dDocent_Contig_12283 19 67.63
dDocent_Contig_10960 19 67.63
dDocent_Contig_39327 19 67.63
dDocent_Contig_66737 19 67.63
dDocent_Contig_12877 19 67.63
dDocent_Contig_6029 19 69.94
dDocent_Contig_25887 19 69.94
dDocent_Contig_12222 19 69.94
dDocent_Contig_94639 19 69.94
dDocent_Contig_322396 19 69.94
dDocent_Contig_19799 19 69.94
dDocent_Contig_189129 19 69.94
dDocent_Contig_19889 19 69.94
dDocent_Contig_9840 19 69.94
dDocent_Contig_21452 19 69.94
dDocent_Contig_17057 19 71.25
dDocent_Contig_122064 19 71.46
dDocent_Contig_365202 19 71.46
dDocent_Contig_104204 19 71.68
dDocent_Contig_285561 19 79.32
dDocent_Contig_95051 19 85.62
dDocent_Contig_26268 19 85.62
dDocent_Contig_271265 19 86.26
dDocent_Contig_180991 2 0
dDocent_Contig_15741 2 0.64
dDocent_Contig_131719 2 6.95
dDocent_Contig_29779 2 6.95
dDocent_Contig_59952 2 6.95
dDocent_Contig_118958 2 10.68
dDocent_Contig_109848 2 10.7
dDocent_Contig_58646 2 11.46
dDocent_Contig_21608 2 11.62
dDocent_Contig_64108 2 11.62
dDocent_Contig_216087 2 11.62
dDocent_Contig_8291 2 11.62
dDocent_Contig_52003 2 11.78
dDocent_Contig_147850 2 11.78
dDocent_Contig_20666 2 11.78
dDocent_Contig_47122 2 11.78
dDocent_Contig_513 2 11.78
dDocent_Contig_16209 2 11.78
dDocent_Contig_112107 2 11.78
dDocent_Contig_87428 2 11.78
dDocent_Contig_133863 2 11.78
dDocent_Contig_78605 2 11.78
dDocent_Contig_312269 2 11.78
dDocent_Contig_303422 2 11.78
dDocent_Contig_54748 2 11.78
dDocent_Contig_6127 2 11.78
dDocent_Contig_110552 2 12.3
dDocent_Contig_194800 2 12.63
dDocent_Contig_1394 2 12.82
dDocent_Contig_324047 2 13.36
dDocent_Contig_106718 2 13.44
dDocent_Contig_7037 2 13.44
dDocent_Contig_6640 2 13.44
dDocent_Contig_61134 2 13.88
dDocent_Contig_8591 2 13.88
dDocent_Contig_1724 2 14.17
dDocent_Contig_93057 2 14.17
dDocent_Contig_3106 2 14.17
dDocent_Contig_33824 2 14.17
dDocent_Contig_109596 2 14.46
dDocent_Contig_240090 2 14.46
dDocent_Contig_78080 2 14.54
dDocent_Contig_21002 2 16.02
dDocent_Contig_39037 2 16.02
dDocent_Contig_90677 2 16.34
dDocent_Contig_6814 2 16.34
dDocent_Contig_22395 2 18.86
dDocent_Contig_160022 2 19.99
dDocent_Contig_144234 2 20.46
dDocent_Contig_91640 2 21.5
dDocent_Contig_84812 2 23.85
dDocent_Contig_146176 2 23.86
dDocent_Contig_1974 2 24.4
dDocent_Contig_8641 2 25.13
dDocent_Contig_256695 2 26.02
dDocent_Contig_216625 2 26.21
dDocent_Contig_22046 2 26.54
dDocent_Contig_40683 2 26.54
dDocent_Contig_34593 2 26.89
dDocent_Contig_11845 2 28.35
dDocent_Contig_19428 2 29.55
dDocent_Contig_69223 2 29.55
dDocent_Contig_25110 2 29.55
dDocent_Contig_5435 2 30.25
dDocent_Contig_49942 2 30.42
dDocent_Contig_79800 2 30.42
dDocent_Contig_4863 2 32.52
dDocent_Contig_392339 2 33.42
dDocent_Contig_396470 2 33.56
dDocent_Contig_80450 2 33.7
dDocent_Contig_48956 2 34.72
dDocent_Contig_337536 2 35.1
dDocent_Contig_15342 2 35.47
dDocent_Contig_57275 2 36.99
dDocent_Contig_39105 2 41.44
dDocent_Contig_8138 2 45.64
dDocent_Contig_2205 2 45.93
dDocent_Contig_34345 2 45.93
dDocent_Contig_110765 2 45.93
dDocent_Contig_62489 2 45.93
dDocent_Contig_54195 2 45.93
dDocent_Contig_650 2 46.5
dDocent_Contig_54630 2 46.98
dDocent_Contig_113263 2 47.28
dDocent_Contig_234241 2 47.64
dDocent_Contig_91359 2 48.26
dDocent_Contig_2620 2 48.84
dDocent_Contig_43622 2 49.12
dDocent_Contig_297018 2 49.41
dDocent_Contig_5061 2 49.7
dDocent_Contig_110914 2 50.02
dDocent_Contig_85533 2 52.63
dDocent_Contig_14563 2 52.78
dDocent_Contig_30631 2 52.95
dDocent_Contig_13271 2 52.95
dDocent_Contig_17401 2 52.95
dDocent_Contig_10737 2 52.95
dDocent_Contig_41721 2 52.95
dDocent_Contig_125630 2 52.95
dDocent_Contig_8809 2 53.62
dDocent_Contig_43577 2 54.68
dDocent_Contig_134002 2 54.68
dDocent_Contig_48858 2 55.55
dDocent_Contig_37761 2 55.55
dDocent_Contig_58262 2 55.55
dDocent_Contig_202197 2 55.55
dDocent_Contig_68086 2 56.52
dDocent_Contig_38764 2 57.01
dDocent_Contig_2507 2 57.99
dDocent_Contig_19264 2 57.99
dDocent_Contig_38230 2 59.46
dDocent_Contig_3207 2 60.04
dDocent_Contig_247529 2 61.21
dDocent_Contig_7279 2 61.21
dDocent_Contig_58061 2 62.37
dDocent_Contig_6959 2 62.95
dDocent_Contig_142390 2 63.37
dDocent_Contig_8071 2 63.84
dDocent_Contig_394658 2 65.27
dDocent_Contig_54103 2 67.99
dDocent_Contig_41038 2 68.31
dDocent_Contig_38804 2 73.16
dDocent_Contig_27564 2 78.25
dDocent_Contig_79897 2 78.64
dDocent_Contig_1397 2 80.45
dDocent_Contig_5610 2 82.22
dDocent_Contig_35997 2 83.62
dDocent_Contig_187289 2 84.05
dDocent_Contig_396010 2 84.17
dDocent_Contig_36313 2 84.33
dDocent_Contig_29969 2 84.49
dDocent_Contig_11476 2 84.49
dDocent_Contig_8452 2 84.49
dDocent_Contig_5746 2 84.92
dDocent_Contig_25473 2 85.55
dDocent_Contig_15622 2 86.09
dDocent_Contig_306378 2 86.09
dDocent_Contig_225171 2 86.09
dDocent_Contig_164283 2 86.81
dDocent_Contig_188738 2 88.09
dDocent_Contig_77343 2 91.36
dDocent_Contig_10941 2 91.36
dDocent_Contig_69149 2 92.37
dDocent_Contig_120609 2 92.37
dDocent_Contig_55183 2 92.37
dDocent_Contig_9564 2 92.37
dDocent_Contig_14160 2 93.85
dDocent_Contig_234132 2 94.58
dDocent_Contig_283311 2 94.65
dDocent_Contig_72480 2 96.68
dDocent_Contig_2755 2 97.13
dDocent_Contig_297190 2 97.54
dDocent_Contig_74932 2 97.83
dDocent_Contig_6885 2 99.59
dDocent_Contig_84804 2 101.4
dDocent_Contig_20111 2 101.69
dDocent_Contig_70736 2 101.99
dDocent_Contig_31210 2 101.99
dDocent_Contig_167115 2 105.03
dDocent_Contig_19606 2 106.23
dDocent_Contig_21492 2 106.48
dDocent_Contig_109667 2 106.83
dDocent_Contig_42747 2 106.98
dDocent_Contig_118656 2 107.13
dDocent_Contig_103135 2 107.13
dDocent_Contig_25822 2 107.13
dDocent_Contig_3390 2 107.13
dDocent_Contig_143932 2 107.13
dDocent_Contig_162573 2 107.13
dDocent_Contig_14449 2 107.56
dDocent_Contig_35427 2 108
dDocent_Contig_251146 2 110.96
dDocent_Contig_159654 20 0
dDocent_Contig_1912 20 0
dDocent_Contig_400071 20 0
dDocent_Contig_78761 20 0.379999999999999
dDocent_Contig_115567 20 0.750000000000007
dDocent_Contig_379939 20 0.750000000000007
dDocent_Contig_202758 20 1.13
dDocent_Contig_12039 20 3
dDocent_Contig_19203 20 3.33000000000001
dDocent_Contig_39526 20 4.05
dDocent_Contig_220558 20 6
dDocent_Contig_126987 20 7.16
dDocent_Contig_21227 20 8.92
dDocent_Contig_243672 20 10.08
dDocent_Contig_80895 20 10.66
dDocent_Contig_13573 20 10.95
dDocent_Contig_8489 20 10.95
dDocent_Contig_209055 20 11.24
dDocent_Contig_169085 20 11.83
dDocent_Contig_83020 20 13.01
dDocent_Contig_223621 20 14.22
dDocent_Contig_106215 20 17.37
dDocent_Contig_8704 20 17.37
dDocent_Contig_8940 20 17.37
dDocent_Contig_1452 20 17.37
dDocent_Contig_97610 20 17.37
dDocent_Contig_114642 20 17.37
dDocent_Contig_189277 20 17.37
dDocent_Contig_377556 20 17.37
dDocent_Contig_9546 20 17.37
dDocent_Contig_6644 20 17.37
dDocent_Contig_7736 20 21.35
dDocent_Contig_21045 20 21.91
dDocent_Contig_134913 20 21.91
dDocent_Contig_48243 20 25.55
dDocent_Contig_228944 20 26.07
dDocent_Contig_20821 20 26.07
dDocent_Contig_31126 20 26.07
dDocent_Contig_2497 20 30.08
dDocent_Contig_92061 20 30.08
dDocent_Contig_267577 20 30.08
dDocent_Contig_60490 20 30.08
dDocent_Contig_59548 20 30.08
dDocent_Contig_235069 20 30.08
dDocent_Contig_9101 20 30.24
dDocent_Contig_184405 20 30.4
dDocent_Contig_13237 20 30.4
dDocent_Contig_317730 20 33
dDocent_Contig_5926 20 33
dDocent_Contig_212784 20 33
dDocent_Contig_23402 20 33
dDocent_Contig_24719 20 36.57
dDocent_Contig_21292 20 39.32
dDocent_Contig_16409 20 40.44
dDocent_Contig_345077 20 41.13
dDocent_Contig_88462 20 41.13
dDocent_Contig_5622 20 45.04
dDocent_Contig_284156 20 48.16
dDocent_Contig_100003 20 48.16
dDocent_Contig_173937 20 52.35
dDocent_Contig_26251 20 54.91
dDocent_Contig_9541 20 58.86
dDocent_Contig_11688 20 59.34
dDocent_Contig_10333 20 60.4
dDocent_Contig_37393 20 60.4
dDocent_Contig_182167 20 60.4
dDocent_Contig_5360 20 60.4
dDocent_Contig_19188 20 60.4
dDocent_Contig_313224 20 60.4
dDocent_Contig_222608 20 60.4
dDocent_Contig_115658 20 61.37
dDocent_Contig_16645 20 65.85
dDocent_Contig_392531 20 67.24
dDocent_Contig_1688 20 67.24
dDocent_Contig_8438 20 67.24
dDocent_Contig_22448 20 67.24
dDocent_Contig_8986 20 67.24
dDocent_Contig_26394 20 67.24
dDocent_Contig_17011 20 67.24
dDocent_Contig_240815 20 67.24
dDocent_Contig_73256 20 67.24
dDocent_Contig_166840 20 67.24
dDocent_Contig_75562 20 67.24
dDocent_Contig_135616 20 67.24
dDocent_Contig_14927 20 67.24
dDocent_Contig_6331 20 67.24
dDocent_Contig_14765 20 67.24
dDocent_Contig_278198 20 69
dDocent_Contig_337526 20 71.08
dDocent_Contig_145411 20 72.37
dDocent_Contig_30025 20 76.56
dDocent_Contig_5697 20 77.21
dDocent_Contig_5532 20 77.21
dDocent_Contig_240233 20 77.21
dDocent_Contig_1403 20 77.21
dDocent_Contig_394281 20 77.21
dDocent_Contig_91792 20 77.21
dDocent_Contig_5386 20 77.21
dDocent_Contig_67841 20 77.21
dDocent_Contig_8601 20 77.21
dDocent_Contig_121543 20 77.21
dDocent_Contig_19549 20 77.21
dDocent_Contig_261202 20 77.21
dDocent_Contig_10275 20 77.21
dDocent_Contig_20664 20 77.21
dDocent_Contig_269043 20 77.21
dDocent_Contig_4414 20 77.21
dDocent_Contig_9953 20 77.21
dDocent_Contig_31678 20 78.2
dDocent_Contig_162452 20 82.04
dDocent_Contig_37696 20 82.04
dDocent_Contig_48707 20 82.04
dDocent_Contig_295837 20 88.94
dDocent_Contig_96260 21 0
dDocent_Contig_128509 21 0
dDocent_Contig_3410 21 2.43000000000001
dDocent_Contig_414 21 2.80000000000001
dDocent_Contig_59325 21 4.54000000000001
dDocent_Contig_56322 21 5.98000000000001
dDocent_Contig_31457 21 6.62000000000001
dDocent_Contig_4216 21 8.66
dDocent_Contig_29190 21 8.66
dDocent_Contig_2978 21 17.18
dDocent_Contig_150 21 19.23
dDocent_Contig_5372 21 32.75
dDocent_Contig_12495 21 32.75
dDocent_Contig_23555 21 32.75
dDocent_Contig_165474 21 32.75
dDocent_Contig_47760 21 32.75
dDocent_Contig_301088 21 35.04
dDocent_Contig_19709 21 35.04
dDocent_Contig_19554 21 35.04
dDocent_Contig_132994 21 35.04
dDocent_Contig_175491 21 35.04
dDocent_Contig_75814 21 35.04
dDocent_Contig_186096 21 35.04
dDocent_Contig_33547 21 35.04
dDocent_Contig_24236 21 35.04
dDocent_Contig_9971 21 35.04
dDocent_Contig_37343 21 35.04
dDocent_Contig_37926 21 35.04
dDocent_Contig_346077 21 35.04
dDocent_Contig_291924 21 35.04
dDocent_Contig_35456 21 35.04
dDocent_Contig_483 21 35.04
dDocent_Contig_90958 21 35.04
dDocent_Contig_19576 21 35.04
dDocent_Contig_63030 21 35.04
dDocent_Contig_234405 21 35.04
dDocent_Contig_85927 21 35.04
dDocent_Contig_166134 21 35.04
dDocent_Contig_73935 21 35.04
dDocent_Contig_107013 21 35.04
dDocent_Contig_27322 21 35.04
dDocent_Contig_27583 21 35.04
dDocent_Contig_169192 21 35.04
dDocent_Contig_17997 21 35.04
dDocent_Contig_69040 21 35.04
dDocent_Contig_58685 21 35.04
dDocent_Contig_26071 21 35.04
dDocent_Contig_93961 21 35.04
dDocent_Contig_20883 21 35.04
dDocent_Contig_15882 21 35.04
dDocent_Contig_243398 21 35.04
dDocent_Contig_98348 21 35.04
dDocent_Contig_4245 21 35.04
dDocent_Contig_16344 21 35.04
dDocent_Contig_57396 21 35.04
dDocent_Contig_31240 21 36.75
dDocent_Contig_4533 21 40.28
dDocent_Contig_32458 21 40.28
dDocent_Contig_23976 21 40.28
dDocent_Contig_121713 21 40.28
dDocent_Contig_210753 21 40.28
dDocent_Contig_362081 21 40.28
dDocent_Contig_294562 21 40.28
dDocent_Contig_10043 21 40.28
dDocent_Contig_16789 21 40.28
dDocent_Contig_116123 21 40.28
dDocent_Contig_88058 21 40.28
dDocent_Contig_319005 21 40.28
dDocent_Contig_11109 21 40.28
dDocent_Contig_330230 21 40.28
dDocent_Contig_43009 21 40.43
dDocent_Contig_363792 21 40.43
dDocent_Contig_1092 21 40.92
dDocent_Contig_200778 21 41.18
dDocent_Contig_385543 21 41.18
dDocent_Contig_122254 21 41.49
dDocent_Contig_134963 21 43.4
dDocent_Contig_291878 21 46.2
dDocent_Contig_52478 21 48.59
dDocent_Contig_12068 21 48.59
dDocent_Contig_7405 21 48.59
dDocent_Contig_9980 21 48.59
dDocent_Contig_29128 21 48.59
dDocent_Contig_81415 21 48.59
dDocent_Contig_150190 21 50.84
dDocent_Contig_327203 21 50.84
dDocent_Contig_21697 21 50.84
dDocent_Contig_50990 21 50.84
dDocent_Contig_115070 21 50.84
dDocent_Contig_163160 21 50.84
dDocent_Contig_54364 21 50.84
dDocent_Contig_165225 21 50.84
dDocent_Contig_46150 21 50.84
dDocent_Contig_245394 21 50.84
dDocent_Contig_265782 21 50.84
dDocent_Contig_124909 21 50.84
dDocent_Contig_212830 21 50.84
dDocent_Contig_115331 21 50.84
dDocent_Contig_194468 21 50.84
dDocent_Contig_212866 21 50.84
dDocent_Contig_89892 21 50.84
dDocent_Contig_185066 21 53.74
dDocent_Contig_23646 21 53.74
dDocent_Contig_35624 21 53.74
dDocent_Contig_82487 21 53.74
dDocent_Contig_129866 21 53.74
dDocent_Contig_40425 21 53.74
dDocent_Contig_113552 21 53.74
dDocent_Contig_9670 21 53.74
dDocent_Contig_69341 21 53.74
dDocent_Contig_21978 21 53.74
dDocent_Contig_14167 21 53.74
dDocent_Contig_34257 21 53.74
dDocent_Contig_347143 21 53.74
dDocent_Contig_5942 21 53.74
dDocent_Contig_27189 21 53.74
dDocent_Contig_230190 21 53.74
dDocent_Contig_16253 21 53.74
dDocent_Contig_13211 21 53.74
dDocent_Contig_49521 21 53.74
dDocent_Contig_102544 21 53.74
dDocent_Contig_22515 21 53.74
dDocent_Contig_218579 21 53.74
dDocent_Contig_244229 21 66.6
dDocent_Contig_66763 21 66.6
dDocent_Contig_121221 21 67.81
dDocent_Contig_174602 21 83.77
dDocent_Contig_206879 21 83.77
dDocent_Contig_11122 21 83.77
dDocent_Contig_187802 21 83.91
dDocent_Contig_34764 21 94.22
dDocent_Contig_189194 21 94.22
dDocent_Contig_32099 21 94.86
dDocent_Contig_326223 21 96.81
dDocent_Contig_47174 22 0
dDocent_Contig_374147 22 1.13
dDocent_Contig_62376 22 2.26
dDocent_Contig_137743 22 3.97
dDocent_Contig_85881 22 6.54
dDocent_Contig_36101 22 8.49
dDocent_Contig_41944 22 8.49
dDocent_Contig_97663 22 8.49
dDocent_Contig_21922 22 8.49
dDocent_Contig_324292 22 8.49
dDocent_Contig_57353 22 8.49
dDocent_Contig_11289 22 8.49
dDocent_Contig_134784 22 11.91
dDocent_Contig_184316 22 13.09
dDocent_Contig_39270 22 13.09
dDocent_Contig_87874 22 15.78
dDocent_Contig_213918 22 17.18
dDocent_Contig_31027 22 17.47
dDocent_Contig_2017 22 17.47
dDocent_Contig_15090 22 17.47
dDocent_Contig_9976 22 18.34
dDocent_Contig_113826 22 19.79
dDocent_Contig_33971 22 20.66
dDocent_Contig_189511 22 20.66
dDocent_Contig_8588 22 20.66
dDocent_Contig_13393 22 21.89
dDocent_Contig_6196 22 22.12
dDocent_Contig_13669 22 22.41
dDocent_Contig_14848 22 22.86
dDocent_Contig_5145 22 22.86
dDocent_Contig_14676 22 23.41
dDocent_Contig_38497 22 23.79
dDocent_Contig_11429 22 23.79
dDocent_Contig_46095 22 24.65
dDocent_Contig_19238 22 26.62
dDocent_Contig_39994 22 27.69
dDocent_Contig_52124 22 28.01
dDocent_Contig_197331 22 28.97
dDocent_Contig_69473 22 28.97
dDocent_Contig_113099 22 29
dDocent_Contig_61063 22 29.13
dDocent_Contig_206778 22 29.29
dDocent_Contig_26873 22 29.29
dDocent_Contig_63273 22 29.49
dDocent_Contig_3962 22 29.63
dDocent_Contig_1328 22 30.26
dDocent_Contig_26852 22 30.41
dDocent_Contig_9844 22 30.63
dDocent_Contig_7910 22 32.54
dDocent_Contig_12077 22 34.04
dDocent_Contig_276307 22 34.46
dDocent_Contig_360435 22 35.04
dDocent_Contig_4090 22 35.04
dDocent_Contig_14987 22 35.44
dDocent_Contig_91218 22 35.44
dDocent_Contig_19089 22 35.44
dDocent_Contig_5747 22 35.76
dDocent_Contig_56975 22 35.76
dDocent_Contig_349199 22 35.76
dDocent_Contig_160256 22 35.76
dDocent_Contig_87568 22 36.58
dDocent_Contig_277312 22 36.72
dDocent_Contig_281 22 37.06
dDocent_Contig_146487 22 37.06
dDocent_Contig_169103 22 37.06
dDocent_Contig_229164 22 37.26
dDocent_Contig_267403 22 37.64
dDocent_Contig_147429 22 38.33
dDocent_Contig_331846 22 38.33
dDocent_Contig_13244 22 38.65
dDocent_Contig_87984 22 39.69
dDocent_Contig_82406 22 39.69
dDocent_Contig_88211 22 40.16
dDocent_Contig_29737 22 42.11
dDocent_Contig_151317 22 42.59
dDocent_Contig_179549 22 43.28
dDocent_Contig_2253 22 43.57
dDocent_Contig_4519 22 44.42
dDocent_Contig_376436 22 45.45
dDocent_Contig_25036 22 45.45
dDocent_Contig_23490 22 45.86
dDocent_Contig_121755 22 45.92
dDocent_Contig_72518 22 46.18
dDocent_Contig_19222 22 47.38
dDocent_Contig_8009 22 47.8
dDocent_Contig_35575 22 47.8
dDocent_Contig_67604 22 47.8
dDocent_Contig_58419 22 47.96
dDocent_Contig_16214 22 47.96
dDocent_Contig_52394 22 47.96
dDocent_Contig_81044 22 48.12
dDocent_Contig_113023 22 48.76
dDocent_Contig_59623 22 49.12
dDocent_Contig_253090 22 49.41
dDocent_Contig_198612 22 50.06
dDocent_Contig_22210 22 50.59
dDocent_Contig_69138 22 51.03
dDocent_Contig_230427 22 51.35
dDocent_Contig_291619 22 51.5
dDocent_Contig_2844 22 51.67
dDocent_Contig_153620 22 53.85
dDocent_Contig_75380 22 54.14
dDocent_Contig_315290 22 54.75
dDocent_Contig_5918 22 55.89
dDocent_Contig_32550 22 56.47
dDocent_Contig_187344 22 56.47
dDocent_Contig_247159 22 56.47
dDocent_Contig_131621 22 57.9
dDocent_Contig_990 22 57.92
dDocent_Contig_196795 22 57.92
dDocent_Contig_44930 22 57.92
dDocent_Contig_85692 22 57.92
dDocent_Contig_348 22 57.92
dDocent_Contig_10971 22 57.92
dDocent_Contig_4140 22 59.38
dDocent_Contig_10687 22 59.82
dDocent_Contig_125713 22 59.82
dDocent_Contig_24740 22 60.25
dDocent_Contig_40726 22 60.25
dDocent_Contig_380952 22 62.78
dDocent_Contig_37810 22 65.38
dDocent_Contig_61935 22 66.57
dDocent_Contig_38784 23 1
dDocent_Contig_35494 23 1
dDocent_Contig_39041 23 1
dDocent_Contig_131536 23 1
dDocent_Contig_3967 23 4
dDocent_Contig_83576 23 6.76
dDocent_Contig_22206 23 7.05
dDocent_Contig_355399 23 8.20999999999999
dDocent_Contig_130331 23 8.20999999999999
dDocent_Contig_144102 23 8.20999999999999
dDocent_Contig_42303 23 8.79
dDocent_Contig_15093 23 8.79
dDocent_Contig_145934 23 8.79
dDocent_Contig_27384 23 8.95
dDocent_Contig_38486 23 9.15000000000001
dDocent_Contig_54424 23 9.66
dDocent_Contig_15647 23 10.24
dDocent_Contig_53537 23 10.24
dDocent_Contig_378632 23 10.56
dDocent_Contig_17818 23 10.56
dDocent_Contig_125741 23 12.2
dDocent_Contig_30074 23 13.17
dDocent_Contig_247362 23 13.17
dDocent_Contig_112066 23 13.17
dDocent_Contig_26812 23 13.17
dDocent_Contig_23998 23 13.17
dDocent_Contig_97542 23 13.17
dDocent_Contig_154542 23 13.17
dDocent_Contig_306535 23 13.17
dDocent_Contig_97259 23 15.66
dDocent_Contig_26947 23 16.45
dDocent_Contig_56244 23 16.63
dDocent_Contig_250683 23 16.95
dDocent_Contig_48750 23 17.42
dDocent_Contig_54112 23 17.9
dDocent_Contig_99432 23 19.36
dDocent_Contig_12928 23 20.11
dDocent_Contig_11849 23 20.13
dDocent_Contig_24293 23 20.79
dDocent_Contig_12730 23 20.79
dDocent_Contig_29317 23 21.97
dDocent_Contig_4686 23 22.34
dDocent_Contig_65792 23 22.72
dDocent_Contig_13818 23 22.72
dDocent_Contig_663 23 23.37
dDocent_Contig_172678 23 24.62
dDocent_Contig_22663 23 24.62
dDocent_Contig_77203 23 24.66
dDocent_Contig_301600 23 26.21
dDocent_Contig_13057 23 27.26
dDocent_Contig_102859 23 28.76
dDocent_Contig_101213 23 29.34
dDocent_Contig_36338 23 29.34
dDocent_Contig_1287 23 29.63
dDocent_Contig_104597 23 30.21
dDocent_Contig_1745 23 31.69
dDocent_Contig_121057 23 32.26
dDocent_Contig_113811 23 32.26
dDocent_Contig_9310 23 32.4
dDocent_Contig_46762 23 34.54
dDocent_Contig_206957 23 34.78
dDocent_Contig_66060 23 35.83
dDocent_Contig_53800 23 36.98
dDocent_Contig_128812 23 37.07
dDocent_Contig_76097 23 38.74
dDocent_Contig_32126 23 39.42
dDocent_Contig_146769 23 39.71
dDocent_Contig_9983 23 39.71
dDocent_Contig_2753 23 40.22
dDocent_Contig_9683 23 41.99
dDocent_Contig_156793 23 43.46
dDocent_Contig_8427 23 43.46
dDocent_Contig_242541 23 44.11
dDocent_Contig_130064 23 45.23
dDocent_Contig_10950 23 45.9
dDocent_Contig_16811 23 47.58
dDocent_Contig_61920 23 47.73
dDocent_Contig_179709 23 47.91
dDocent_Contig_9145 23 48.73
dDocent_Contig_279649 23 49.02
dDocent_Contig_40296 23 49.31
dDocent_Contig_214779 23 50.64
dDocent_Contig_139122 23 51.66
dDocent_Contig_156439 23 54.81
dDocent_Contig_3315 23 57.85
dDocent_Contig_35592 23 57.85
dDocent_Contig_8979 23 57.85
dDocent_Contig_149762 23 57.85
dDocent_Contig_396914 23 57.85
dDocent_Contig_48785 23 57.85
dDocent_Contig_208497 23 57.85
dDocent_Contig_9535 23 57.85
dDocent_Contig_281175 23 57.85
dDocent_Contig_46036 23 57.85
dDocent_Contig_39544 23 57.85
dDocent_Contig_110001 23 57.85
dDocent_Contig_14186 23 57.85
dDocent_Contig_406 23 57.85
dDocent_Contig_167913 23 57.85
dDocent_Contig_195241 23 57.85
dDocent_Contig_16476 23 58.49
dDocent_Contig_65678 23 58.49
dDocent_Contig_52501 23 58.49
dDocent_Contig_11090 23 58.49
dDocent_Contig_55476 23 58.49
dDocent_Contig_20908 23 58.49
dDocent_Contig_1470 23 59.13
