COMP_SPECIES	START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_STOP	MAP_SIZE	MEAN_DIST_LOCI	
onil	dDocent_Contig_399470	dDocent_Contig_34072	2	2	5292935	5519115	226180	5	51.68	52.35	0.67	113090	
lcal	dDocent_Contig_1470	dDocent_Contig_39544	2	9	6119650	5907353	212297	14	37.29	37.96	0.67	106149	
dlab	dDocent_Contig_399470	dDocent_Contig_34072	2	2	22589201	22779483	190282	5	51.68	52.35	0.67	95141	
lcal	dDocent_Contig_399470	dDocent_Contig_34072	2	8	22438059	22258421	179638	5	51.68	52.35	0.67	89819	
lcal	dDocent_Contig_104757	dDocent_Contig_59935	3	7_1	9522383	9603572	166327	11	36.88	37.55	0.67	55442	
gacu	dDocent_Contig_399470	dDocent_Contig_34072	2	4	3416637	3290651	125986	5	51.68	52.35	0.67	62993	
dlab	dDocent_Contig_13269	dDocent_Contig_18700	3	24	2734341	2722451	52372	21	50.47	50.8	0.67	17457	
lcal	dDocent_Contig_118765	dDocent_Contig_56370	2	17	25409666	24967064	442602	12	68.24	68.92	0.68	221301	
dlab	dDocent_Contig_52792	dDocent_Contig_40114	3	24	9091627	9529607	437980	21	24.76	25.44	0.68	145993	
onil	dDocent_Contig_4245	dDocent_Contig_98348	2	17	19636933	19854405	217472	18	52.28	52.96	0.68	108736	
gacu	dDocent_Contig_23830	dDocent_Contig_118320	3	3	243877	301018	173774	10	19.57	20.25	0.68	57925	
lcal	dDocent_Contig_4245	dDocent_Contig_98348	2	18	8567777	8397588	170189	18	52.28	52.96	0.68	85095	
lcal	dDocent_Contig_273666	dDocent_Contig_8251	2	16-22	16469704	16609102	139398	2	49.21	49.89	0.68	69699	
dlab	dDocent_Contig_8131	dDocent_Contig_90815	3	22-25	22826402	22951393	131649	23	56.12	56.8	0.68	43883	
gacu	dDocent_Contig_8131	dDocent_Contig_90815	2	12	3593427	3693784	100357	23	56.12	56.8	0.68	50179	
onil	dDocent_Contig_348	dDocent_Contig_131621	2	4	24984097	24895559	88538	19	5.09	5.79	0.7	44269	
dlab	dDocent_Contig_348	dDocent_Contig_131621	2	8	17167250	17110450	56800	19	5.09	5.79	0.7	28400	
dlab	dDocent_Contig_18347	dDocent_Contig_11249	3	22-25	3496638	3045068	682916	23	9.92	10.6	0.71	227639	
tnig	dDocent_Contig_53396	dDocent_Contig_52143	2	8	7065478	6570996	494482	16	27.87	28.59	0.72	247241	
dlab	dDocent_Contig_277312	dDocent_Contig_169103	3	8	8960589	9398003	437414	19	23.55	24.27	0.72	145805	
lcal	dDocent_Contig_95748	dDocent_Contig_74233	2	17	10035753	8973851	1061902	12	18.54	19.27	0.73	530951	
dlab	dDocent_Contig_95748	dDocent_Contig_74233	2	4	17554537	18561326	1006789	12	18.54	19.27	0.73	503395	
trub	dDocent_Contig_224101	dDocent_Contig_78852	2	21	643059	1595391	952332	6	19.08	19.81	0.73	476166	
dlab	dDocent_Contig_52532	dDocent_Contig_42225	2	16	15052045	14271478	780567	16	22.49	23.23	0.74	390284	
lcal	dDocent_Contig_73600	dDocent_Contig_10572	2	4	6157843	5414119	743724	10	52.81	53.56	0.75	371862	
gacu	dDocent_Contig_183196	dDocent_Contig_107634	3	10	7578463	7882076	598784	22	37.83	38.58	0.75	199595	
onil	dDocent_Contig_16052	dDocent_Contig_20095	3	22	18377717	17214166	1221119	22	11.13	11.89	0.76	407040	
onil	dDocent_Contig_53396	dDocent_Contig_137502	5	11	5770473	6536291	803565	16	27.87	28.63	0.76	160713	
dlab	dDocent_Contig_53396	dDocent_Contig_71529	5	16	11201073	11999206	798133	16	27.87	28.63	0.76	159627	
lcal	dDocent_Contig_53396	dDocent_Contig_137502	4	15	21464956	22197156	755289	16	27.87	28.63	0.76	188822	
gacu	dDocent_Contig_53396	dDocent_Contig_137502	4	20	10056516	9438835	637899	16	27.87	28.63	0.76	159475	
trub	dDocent_Contig_53396	dDocent_Contig_15064	3	7	11636616	11135002	534802	16	27.87	28.63	0.76	178267	
trub	dDocent_Contig_55735	dDocent_Contig_45279	4	2	7060017	6991015	286212	7	16.25	17.01	0.76	71553	
dlab	dDocent_Contig_21467	dDocent_Contig_5563	2	5	25546497	28139015	2592518	20	55.6	56.37	0.77	1296259	
dlab	dDocent_Contig_55414	dDocent_Contig_329394	2	13	15537485	17799433	2261948	3	24.6	25.37	0.77	1130974	
trub	dDocent_Contig_55414	dDocent_Contig_329394	2	11	3221052	4686362	1465310	3	24.6	25.37	0.77	732655	
onil	dDocent_Contig_55414	dDocent_Contig_329394	3	14	14766694	15261259	494565	3	24.6	25.37	0.77	164855	
lcal	dDocent_Contig_28297	dDocent_Contig_90063	2	16-22	14242436	13850076	392360	2	38.58	39.35	0.77	196180	
onil	dDocent_Contig_9303	dDocent_Contig_3538	3	9	4837008	4682583	261613	8	21.96	22.73	0.77	87204	
lcal	dDocent_Contig_9303	dDocent_Contig_3538	3	24	601581	455718	229102	8	21.96	22.73	0.77	76367	
lcal	dDocent_Contig_74741	dDocent_Contig_6811	2	17	4933773	4722175	211598	12	6.97	7.74	0.77	105799	
lcal	dDocent_Contig_13164	dDocent_Contig_63722	2	1	23409559	23563968	154409	13	53.81	54.58	0.77	77205	
dlab	dDocent_Contig_13842	dDocent_Contig_52743	7	1A	23844589	25284602	1513000	1	46.83	47.61	0.78	216143	
onil	dDocent_Contig_15823	dDocent_Contig_297333	4	6	18233367	18667863	437797	4	37.32	38.1	0.78	109449	
onil	dDocent_Contig_24774	dDocent_Contig_13137	6	10	14282526	15932983	1650457	9	63.37	64.16	0.79	275076	
gacu	dDocent_Contig_22395	dDocent_Contig_256695	3	19	8593726	8137356	456370	24	37.15	37.95	0.8	152123	
lcal	dDocent_Contig_91218	dDocent_Contig_5747	2	11	10310216	9926116	384100	19	24.55	25.35	0.8	192050	
onil	dDocent_Contig_16360	dDocent_Contig_47619	2	5	35338031	36773551	1435520	1	57.08	57.91	0.83	717760	
lcal	dDocent_Contig_13907	dDocent_Contig_37115	2	6	20886561	22078605	1192044	23	12.09	12.93	0.84	596022	
lcal	dDocent_Contig_12514	dDocent_Contig_56538	4	12	26197107	26579305	539601	1	33.64	34.5	0.86	134900	
gacu	dDocent_Contig_44713	dDocent_Contig_56538	2	17	5251450	5159341	92109	1	33.64	34.5	0.86	46055	
dlab	dDocent_Contig_276420	dDocent_Contig_24259	2	2	5002012	4645291	356721	5	30.83	31.7	0.87	178361	
gacu	dDocent_Contig_93574	dDocent_Contig_326641	2	15	11661872	11980254	318382	7	39.75	40.62	0.87	159191	
gacu	dDocent_Contig_29172	dDocent_Contig_199454	2	6	2490010	1783168	706842	2	10.23	11.14	0.91	353421	
onil	dDocent_Contig_356616	dDocent_Contig_249952	2	9	13565794	12791696	774098	8	43.33	44.25	0.92	387049	
dlab	dDocent_Contig_356616	dDocent_Contig_249952	2	18-21	10830928	10133264	697664	8	43.33	44.25	0.92	348832	
lcal	dDocent_Contig_356616	dDocent_Contig_249952	2	24	14032739	13408262	624477	8	43.33	44.25	0.92	312239	
dlab	dDocent_Contig_13705	dDocent_Contig_386286	3	20	4239491	6096322	1875527	6	32.38	33.31	0.93	625176	
gacu	dDocent_Contig_13705	dDocent_Contig_386286	3	13	9281754	10717366	1453483	6	32.38	33.31	0.93	484494	
onil	dDocent_Contig_139360	dDocent_Contig_352590	7	14	26368733	27528680	1270446	3	5.35	6.28	0.93	181492	
dlab	dDocent_Contig_139360	dDocent_Contig_352590	8	13	24224758	25321518	1096760	3	5.35	6.28	0.93	137095	
dlab	dDocent_Contig_12895	dDocent_Contig_12922	2	13	19276868	18728537	548331	3	16.82	17.75	0.93	274166	
lcal	dDocent_Contig_12895	dDocent_Contig_12922	2	21	14161225	13613456	547769	3	16.82	17.75	0.93	273885	
lcal	dDocent_Contig_5918	dDocent_Contig_196795	2	11	1874471	1393527	480944	19	8.1	9.03	0.93	240472	
onil	dDocent_Contig_41762	dDocent_Contig_49203	3	23	11695416	11383019	369941	12	8.86	9.75	0.93	123314	
dlab	dDocent_Contig_57603	dDocent_Contig_85444	3	18-21	8048977	8415882	366905	8	37.75	38.68	0.93	122302	
dlab	dDocent_Contig_245481	dDocent_Contig_5786	3	18-21	15512613	15835483	357489	8	64.23	65.16	0.93	119163	
lcal	dDocent_Contig_57603	dDocent_Contig_85444	3	24	11379529	11723054	343525	8	37.75	38.68	0.93	114508	
gacu	dDocent_Contig_54298	dDocent_Contig_352590	3	1	15155993	15442339	286346	3	5.35	6.28	0.93	95449	
lcal	dDocent_Contig_159288	dDocent_Contig_21407	2	16-22	23945248	23847895	97353	2	4.95	5.88	0.93	48677	
gacu	dDocent_Contig_159288	dDocent_Contig_21407	2	6	4295140	4221107	74033	2	4.95	5.88	0.93	37017	
lcal	dDocent_Contig_21593	dDocent_Contig_329166	2	3	3424072	3789489	365417	22	8.34	9.28	0.94	182709	
lcal	dDocent_Contig_28577	dDocent_Contig_396511	4	7_1	15815867	15520342	306152	11	22.06	23	0.94	76538	
trub	dDocent_Contig_17369	dDocent_Contig_1633	2	17	11095217	11075054	20163	4	30.16	31.1	0.94	10082	
dlab	dDocent_Contig_8979	dDocent_Contig_21841	2	19	18226395	15736922	2489473	14	35.67	36.62	0.95	1244737	
gacu	dDocent_Contig_8979	dDocent_Contig_21841	2	14	9416529	7511544	1904985	14	35.67	36.62	0.95	952493	
trub	dDocent_Contig_359111	dDocent_Contig_20760	2	17	2239185	1735818	503367	4	21.45	22.43	0.98	251684	
tnig	dDocent_Contig_359111	dDocent_Contig_296700	2	18	2424157	2111132	313025	4	21.45	22.43	0.98	156513	
tnig	dDocent_Contig_15622	dDocent_Contig_35997	4	13	6783880	7080977	297097	24	6.16	7.11	1	74274	
onil	dDocent_Contig_112373	dDocent_Contig_68707	2	14	5568581	5429116	139465	3	39.8	40.8	1	69733	
lcal	dDocent_Contig_81426	dDocent_Contig_62299	2	5	22624616	22642350	17734	4	16.12	17.12	1	8867	
lcal	dDocent_Contig_58798	dDocent_Contig_193069	3	13	13147507	12772225	375282	6	27.29	28.3	1.01	125094	
dlab	dDocent_Contig_58798	dDocent_Contig_193069	3	20	6518147	6145527	372620	6	27.29	28.3	1.01	124207	
dlab	dDocent_Contig_26381	dDocent_Contig_63665	4	1B	6735507	6683530	197266	15	21.94	22.95	1.01	49317	
lcal	dDocent_Contig_69792	dDocent_Contig_182805	2	7_1	5810221	5967741	157520	11	49.89	50.9	1.01	78760	
onil	dDocent_Contig_16131	dDocent_Contig_43242	3	13	14524122	14134401	578683	2	17.32	18.34	1.02	192894	
dlab	dDocent_Contig_16131	dDocent_Contig_43242	3	11	5952094	5589322	554823	2	17.32	18.34	1.02	184941	
lcal	dDocent_Contig_16131	dDocent_Contig_43242	3	16-22	4161638	3801344	538044	2	17.32	18.34	1.02	179348	
dlab	dDocent_Contig_5035	dDocent_Contig_46718	3	24	5615498	6042705	427207	21	41.75	42.77	1.02	142402	
lcal	dDocent_Contig_13466	dDocent_Contig_119372	4	6	9732033	9362861	681964	23	40.88	41.91	1.03	170491	
dlab	dDocent_Contig_26877	dDocent_Contig_115070	3	x	8225708	8824482	598774	18	28.94	29.92	1.03	199591	
onil	dDocent_Contig_50990	dDocent_Contig_115070	2	17	25389079	25667409	278330	18	28.89	29.92	1.03	139165	
trub	dDocent_Contig_176482	dDocent_Contig_6864	3	2	7591367	7609036	65879	7	14.44	15.09	1.04	21960	
dlab	dDocent_Contig_26725	dDocent_Contig_1776	4	22-25	14565678	15875552	1309874	23	34.72	35.77	1.05	327469	
lcal	dDocent_Contig_178388	dDocent_Contig_11186	5	16-22	17156666	18144322	987656	2	52.22	53.27	1.05	197531	
dlab	dDocent_Contig_178388	dDocent_Contig_11186	4	11	19212039	20032118	867067	2	52.22	53.27	1.05	216767	
trub	dDocent_Contig_178388	dDocent_Contig_11186	2	4	6226800	6723076	496276	2	52.22	53.27	1.05	248138	
tnig	dDocent_Contig_26725	dDocent_Contig_27344	4	9	2601197	2940760	448037	23	34.72	35.77	1.05	112009	
lcal	dDocent_Contig_9013	dDocent_Contig_2154	2	4	21965453	21567821	397632	10	11.59	12.64	1.05	198816	
lcal	dDocent_Contig_229164	dDocent_Contig_281	4	11	9520079	9541941	420917	19	23.21	24.27	1.06	105229	
onil	dDocent_Contig_25574	dDocent_Contig_12922	2	14	21994678	18393064	3601614	3	16.67	17.75	1.08	1800807	
gacu	dDocent_Contig_25574	dDocent_Contig_12922	3	1	11788639	10198055	1590584	3	16.67	17.75	1.08	530195	
trub	dDocent_Contig_25574	dDocent_Contig_12922	3	11	6435383	5225179	1210204	3	16.67	17.75	1.08	403401	
onil	dDocent_Contig_1328	dDocent_Contig_63273	2	4	556784	1101137	544353	19	29.52	30.6	1.08	272177	
lcal	dDocent_Contig_9844	dDocent_Contig_63273	3	11	12848056	12518424	450571	19	29.52	30.6	1.08	150190	
lcal	dDocent_Contig_139360	dDocent_Contig_352590	11	21	19246062	20299064	1162708	3	5.35	6.28	1.09	105701	
trub	dDocent_Contig_52004	dDocent_Contig_18330	2	16	232098	114268	117830	11	12.88	13.99	1.11	58915	
trub	dDocent_Contig_145685	dDocent_Contig_1101	2	2	4041471	4039703	1768	7	28.84	29.95	1.11	884	
dlab	dDocent_Contig_145685	dDocent_Contig_1101	2	12	15580560	15582313	1753	7	28.84	29.95	1.11	877	
lcal	dDocent_Contig_145685	dDocent_Contig_1101	2	19	15968879	15970624	1745	7	28.84	29.95	1.11	873	
tnig	dDocent_Contig_217365	dDocent_Contig_44421	3	5	3008429	2531147	477282	20	25.21	26.33	1.12	159094	
lcal	dDocent_Contig_132912	dDocent_Contig_197543	3	24	7129780	7274399	144619	8	25.6	26.72	1.12	48206	
lcal	dDocent_Contig_16209	dDocent_Contig_147850	3	10	3699320	3816977	117657	24	54.67	55.79	1.12	39219	
onil	dDocent_Contig_132912	dDocent_Contig_197543	3	9	5807966	5920652	112686	8	25.6	26.72	1.12	37562	
dlab	dDocent_Contig_132912	dDocent_Contig_197543	3	18-21	3844387	3955424	111037	8	25.6	26.72	1.12	37012	
lcal	dDocent_Contig_153620	dDocent_Contig_59623	2	11	2743392	3199553	456161	19	9.65	10.78	1.13	228081	
lcal	dDocent_Contig_282858	dDocent_Contig_16160	3	15	9710848	9592287	748199	16	35.8	36.98	1.18	249400	
dlab	dDocent_Contig_282858	dDocent_Contig_16160	3	16	7406749	7298372	630298	16	35.8	36.98	1.18	210099	
dlab	dDocent_Contig_43510	dDocent_Contig_37671	2	15	18438732	18285244	153488	13	44.62	45.8	1.18	76744	
dlab	dDocent_Contig_41885	dDocent_Contig_234065	5	20	2189457	3261546	1072089	6	20.3	21.51	1.21	214418	
onil	dDocent_Contig_97542	dDocent_Contig_56244	3	7	13500910	13311157	203229	14	8.69	9.9	1.21	67743	
dlab	dDocent_Contig_97542	dDocent_Contig_56244	3	19	7962306	7811772	164624	14	8.69	9.9	1.21	54875	
onil	dDocent_Contig_15918	dDocent_Contig_11448	3	1	13182073	12557923	1052316	20	31.26	32.49	1.23	350772	
lcal	dDocent_Contig_256757	dDocent_Contig_1011	2	21	16498709	16101724	396985	3	11.54	12.77	1.23	198493	
dlab	dDocent_Contig_3782	dDocent_Contig_44561	2	12	17034136	17375663	341527	7	35.33	36.56	1.23	170764	
dlab	dDocent_Contig_12108	dDocent_Contig_214875	6	5	3943565	5748410	1804845	20	20.72	21.96	1.24	300808	
dlab	dDocent_Contig_73664	dDocent_Contig_20310	3	15	19965743	19152537	813206	13	53.18	54.42	1.24	271069	
trub	dDocent_Contig_39883	dDocent_Contig_340761	3	3	9615404	9354687	425614	23	26.4	27.48	1.24	141871	
dlab	dDocent_Contig_23434	dDocent_Contig_80702	3	24	11437346	12042615	605269	21	36.22	37.14	1.25	201756	
gacu	dDocent_Contig_24394	dDocent_Contig_73905	5	13	11473344	11479651	476018	6	24.26	25.12	1.25	95204	
dlab	dDocent_Contig_91516	dDocent_Contig_55010	5	4	19098302	19283977	592828	12	14.82	16.08	1.26	118566	
onil	dDocent_Contig_384622	dDocent_Contig_53830	3	18	23404073	21676309	1727764	10	57.12	58.39	1.27	575921	
lcal	dDocent_Contig_384622	dDocent_Contig_53830	4	4	3699498	4728230	1028732	10	57.12	58.39	1.27	257183	
lcal	dDocent_Contig_17401	dDocent_Contig_8809	2	10	16371549	16514807	143258	24	16.01	17.28	1.27	71629	
dlab	dDocent_Contig_27419	dDocent_Contig_212609	2	14	10556177	10635830	79653	9	24.92	26.19	1.27	39827	
lcal	dDocent_Contig_27419	dDocent_Contig_212609	2	20	10037412	10114412	77000	9	24.92	26.19	1.27	38500	
lcal	dDocent_Contig_8979	dDocent_Contig_21841	5	9	6776288	9118205	2839972	14	35.67	36.62	1.28	567994	
dlab	dDocent_Contig_14848	dDocent_Contig_13393	3	8	2818020	3597934	953213	19	36.43	37.71	1.28	317738	
gacu	dDocent_Contig_21556	dDocent_Contig_31096	4	2	17842404	17239705	680086	20	21.65	22.93	1.28	170022	
trub	dDocent_Contig_17277	dDocent_Contig_31096	3	13	4967389	5588972	621583	20	21.65	22.93	1.28	207194	
lcal	dDocent_Contig_205084	dDocent_Contig_92423	4	21	18715950	18738143	152066	3	3.76	4.42	1.28	38017	
onil	dDocent_Contig_205084	dDocent_Contig_92423	4	14	25805672	25833444	138006	3	3.76	4.42	1.28	34502	
dlab	dDocent_Contig_205084	dDocent_Contig_92423	4	13	23701563	23723487	125709	3	3.76	4.42	1.28	31427	
dlab	dDocent_Contig_118765	dDocent_Contig_188003	3	4	1989288	619442	1369846	12	68.24	69.54	1.3	456615	
dlab	dDocent_Contig_10181	dDocent_Contig_30077	4	4	20421852	20339657	465282	12	11.42	12.72	1.3	116321	
trub	dDocent_Contig_33255	dDocent_Contig_312955	3	21	6011967	6220780	208813	6	43.58	44.9	1.32	69604	
dlab	dDocent_Contig_145411	dDocent_Contig_135616	2	14	55330	824100	768770	17	52.72	54.06	1.34	384385	
lcal	dDocent_Contig_41762	dDocent_Contig_49203	4	17	5522650	5319645	382144	12	8.86	9.75	1.34	95536	
lcal	dDocent_Contig_78605	dDocent_Contig_133863	2	10	6953792	7450444	496652	24	33.9	35.25	1.35	248326	
gacu	dDocent_Contig_266679	dDocent_Contig_100222	3	10	4234457	3797987	436470	22	52.72	54.09	1.37	145490	
lcal	dDocent_Contig_340761	dDocent_Contig_4865	4	6	17159608	16333137	1188375	23	27.48	28.88	1.4	297094	
tnig	dDocent_Contig_30631	dDocent_Contig_125630	2	13	3533337	3670785	137448	24	17.4	18.8	1.4	68724	
lcal	dDocent_Contig_4414	dDocent_Contig_5386	3	14	11908561	10949029	959532	17	58.78	60.19	1.41	319844	
gacu	dDocent_Contig_9662	dDocent_Contig_384998	3	13	12487447	13047841	560394	6	19.81	21.22	1.41	186798	
tnig	dDocent_Contig_23746	dDocent_Contig_3528	2	12	8917353	8393990	523363	6	38.89	40.3	1.41	261682	
gacu	dDocent_Contig_13164	dDocent_Contig_6638	3	16	3902764	2882376	1020388	13	53.81	55.24	1.43	340129	
trub	dDocent_Contig_1328	dDocent_Contig_61063	3	5	5459027	4017954	1473921	19	29.52	30.79	1.44	491307	
dlab	dDocent_Contig_58061	dDocent_Contig_9630	4	6	6102455	6338663	665565	24	11.21	12.65	1.44	166391	
lcal	dDocent_Contig_58061	dDocent_Contig_9630	3	10	17253749	17027859	428071	24	11.21	12.65	1.44	142690	
onil	dDocent_Contig_2497	dDocent_Contig_134913	2	3	6262909	6025448	237461	17	22.69	24.14	1.45	118731	
dlab	dDocent_Contig_2497	dDocent_Contig_134913	2	3	6599660	6382881	216779	17	22.69	24.14	1.45	108390	
trub	dDocent_Contig_66767	dDocent_Contig_293918	2	21	12310964	12104714	206250	6	66.27	67.72	1.45	103125	
lcal	dDocent_Contig_2497	dDocent_Contig_134913	2	15	18557379	18361782	195597	17	22.69	24.14	1.45	97799	
gacu	dDocent_Contig_2125	dDocent_Contig_147070	5	16	10034058	9765725	452183	13	30.14	31.6	1.46	90437	
dlab	dDocent_Contig_318878	dDocent_Contig_1052	2	20	8305512	10235559	1930047	6	33.38	34.85	1.47	965024	
lcal	dDocent_Contig_35519	dDocent_Contig_15805	3	13	18409155	18818040	408885	6	12.12	13.6	1.48	136295	
dlab	dDocent_Contig_35519	dDocent_Contig_15805	2	20	22331388	22738732	407344	6	12.12	13.6	1.48	203672	
lcal	dDocent_Contig_1288	dDocent_Contig_5715	7	5	20950999	21733018	879006	4	22.43	23.54	1.5	125572	
lcal	dDocent_Contig_5061	dDocent_Contig_297018	3	10	12929021	13066230	363117	24	19.3	20.49	1.5	121039	
gacu	dDocent_Contig_5061	dDocent_Contig_43622	3	19	12702145	12876476	274944	24	19.3	20.8	1.5	91648	
trub	dDocent_Contig_52532	dDocent_Contig_93946	2	7	9129436	10770774	1641338	16	22.49	24	1.51	820669	
lcal	dDocent_Contig_166840	dDocent_Contig_30025	2	14	12292369	12614417	322048	17	54.93	56.44	1.51	161024	
dlab	dDocent_Contig_274264	dDocent_Contig_3559	3	10	8755721	9470654	857689	10	28.53	30.06	1.53	285896	
lcal	dDocent_Contig_274264	dDocent_Contig_3559	3	4	16331663	15646305	817584	10	28.53	30.06	1.53	272528	
lcal	dDocent_Contig_80702	dDocent_Contig_30634	3	7_2	6093779	5584904	508875	21	37.14	38.67	1.53	169625	
gacu	dDocent_Contig_221276	dDocent_Contig_10799	2	8	10897655	11177587	279932	12	33.9	35.43	1.53	139966	
dlab	dDocent_Contig_307589	dDocent_Contig_33993	4	1A	2920760	5886278	2965518	1	0	1.54	1.54	741380	
lcal	dDocent_Contig_307589	dDocent_Contig_5988	4	12	9241347	11051568	1810221	1	0	1.54	1.54	452555	
tnig	dDocent_Contig_10808	dDocent_Contig_1408	2	3	4931078	6432130	1501052	21	26.62	28.16	1.54	750526	
trub	dDocent_Contig_367430	dDocent_Contig_61318	2	15	5209089	5745871	536782	9	43.64	45.18	1.54	268391	
trub	dDocent_Contig_392339	dDocent_Contig_25110	3	9	12897507	13205561	308054	24	26.89	28.43	1.54	102685	
tnig	dDocent_Contig_392339	dDocent_Contig_25110	3	13	11554023	11827991	273968	24	26.89	28.43	1.54	91323	
dlab	dDocent_Contig_25808	dDocent_Contig_228442	2	10	22011846	22206137	194291	10	62.78	64.32	1.54	97146	
lcal	dDocent_Contig_25808	dDocent_Contig_228442	2	4	3390678	3229568	161110	10	62.78	64.32	1.54	80555	
gacu	dDocent_Contig_118495	dDocent_Contig_14866	3	20	2825634	3673253	850828	16	9.63	11.18	1.55	283609	
dlab	dDocent_Contig_16100	dDocent_Contig_7350	3	4	5767457	5754725	232306	12	54.27	55.58	1.56	77435	
dlab	dDocent_Contig_20683	dDocent_Contig_101801	3	14	8737440	9979624	1242184	9	16.85	18.42	1.57	414061	
onil	dDocent_Contig_12289	dDocent_Contig_11999	5	1	11234398	10836096	876876	20	33.4	34.97	1.57	175375	
gacu	dDocent_Contig_12289	dDocent_Contig_220825	4	2	10295559	9747007	622678	20	33.4	34.97	1.57	155670	
lcal	dDocent_Contig_18188	dDocent_Contig_79517	4	4	18314698	18100870	542464	10	22.01	23.58	1.57	135616	
gacu	dDocent_Contig_137144	dDocent_Contig_3187	2	3	16001540	14882132	1119408	10	56.49	58.07	1.58	559704	
trub	dDocent_Contig_3207	dDocent_Contig_38804	2	9	2264908	2576295	311387	24	12.91	14.49	1.58	155694	
trub	dDocent_Contig_30406	dDocent_Contig_40313	3	15	3628133	3327108	301025	9	62.43	64.01	1.58	100342	
onil	dDocent_Contig_7358	dDocent_Contig_36898	3	6	32277635	31576725	1268547	4	4.9	6.5	1.6	422849	
onil	dDocent_Contig_56330	dDocent_Contig_22454	3	1	21692582	20204128	1488454	20	22.12	23.73	1.61	496151	
onil	dDocent_Contig_8520	dDocent_Contig_224101	3	12	8654117	9431817	777700	6	17.47	19.08	1.61	259233	
gacu	dDocent_Contig_8520	dDocent_Contig_224101	3	13	14065366	13462393	602973	6	17.47	19.08	1.61	200991	
lcal	dDocent_Contig_20095	dDocent_Contig_12291	2	3	3550977	3800778	249801	22	11.89	13.51	1.62	124901	
lcal	dDocent_Contig_22454	dDocent_Contig_25863	3	2	23064198	24537807	1473609	20	23.73	25.37	1.64	491203	
dlab	dDocent_Contig_100755	dDocent_Contig_35972	2	22-25	19741973	20113388	371415	23	46.98	48.63	1.65	185708	
lcal	dDocent_Contig_100755	dDocent_Contig_35972	2	6	6505240	6148373	356867	23	46.98	48.63	1.65	178434	
trub	dDocent_Contig_42789	dDocent_Contig_244722	3	2	8866642	8007961	858681	7	8.83	10.5	1.67	286227	
lcal	dDocent_Contig_27644	dDocent_Contig_238701	3	15	30073705	30407430	333725	16	7.96	9.63	1.67	111242	
lcal	dDocent_Contig_112373	dDocent_Contig_54366	3	21	3197562	2998018	199544	3	39.8	41.47	1.67	66515	
gacu	dDocent_Contig_134784	dDocent_Contig_85881	2	11	2789131	2981133	192002	19	47.3	48.97	1.67	96001	
lcal	dDocent_Contig_1626	dDocent_Contig_69113	5	3	13305730	13039340	387892	22	46.28	47.63	1.68	77578	
dlab	dDocent_Contig_47979	dDocent_Contig_17190	2	24	13226206	12879634	346572	21	0	1.68	1.68	173286	
lcal	dDocent_Contig_1745	dDocent_Contig_121057	4	9	12978904	12750215	270162	14	19.68	21.36	1.68	67541	
onil	dDocent_Contig_105544	dDocent_Contig_39758	2	6	7233802	6458457	775345	4	63.92	65.61	1.69	387673	
onil	dDocent_Contig_9662	dDocent_Contig_234065	4	12	10749821	10564916	764249	6	19.81	21.51	1.7	191062	
onil	dDocent_Contig_92061	dDocent_Contig_60490	3	3	8211433	7850875	410913	17	25.14	26.84	1.7	136971	
lcal	dDocent_Contig_92061	dDocent_Contig_60490	3	15	19475646	19203495	314476	17	25.14	26.84	1.7	104825	
gacu	dDocent_Contig_32622	dDocent_Contig_101640	2	7	13130278	13037507	92771	9	16.72	18.42	1.7	46386	
dlab	dDocent_Contig_157554	dDocent_Contig_352570	2	11	5497462	4852115	645347	2	15.28	16.99	1.71	322674	
lcal	dDocent_Contig_157554	dDocent_Contig_352570	2	16-22	3720858	3135534	585324	2	15.28	16.99	1.71	292662	
dlab	dDocent_Contig_245394	dDocent_Contig_32458	5	x	8958488	10513760	1688927	18	33.44	35.19	1.75	337785	
tnig	dDocent_Contig_13164	dDocent_Contig_103448	3	2	9478423	8941789	655503	13	53.81	55.56	1.75	218501	
onil	dDocent_Contig_342733	dDocent_Contig_33242	4	20	10257777	10757855	500078	23	20.18	21.93	1.75	125020	
trub	dDocent_Contig_342733	dDocent_Contig_33242	4	3	11229620	10928406	301214	23	20.18	21.93	1.75	75304	
tnig	dDocent_Contig_342733	dDocent_Contig_33242	4	9	8029758	7751651	278107	23	20.18	21.93	1.75	69527	
dlab	dDocent_Contig_81798	dDocent_Contig_64197	2	11	11129283	11690402	561119	2	26.72	28.51	1.79	280560	
lcal	dDocent_Contig_81798	dDocent_Contig_64197	2	16-22	9120449	9679972	559523	2	26.72	28.51	1.79	279762	
onil	dDocent_Contig_22395	dDocent_Contig_94390	2	3	15191734	15670336	478602	24	37.15	38.95	1.8	239301	
lcal	dDocent_Contig_43510	dDocent_Contig_75112	3	1	22281505	22504372	373320	13	44.62	46.42	1.8	124440	
lcal	dDocent_Contig_22046	dDocent_Contig_216625	5	10	8446511	8397886	163159	24	29.43	31.24	1.81	32632	
gacu	dDocent_Contig_6127	dDocent_Contig_216625	5	19	5776438	5842233	132327	24	29.76	31.24	1.81	26465	
onil	dDocent_Contig_100040	dDocent_Contig_272119	4	15	41402	471041	1153045	11	42.78	44.61	1.83	288261	
