CONTIG_ID	ACCESSION	GENE_ID	GO_PROCESS	STUDY	CONTEXT
Contig694	DV570448	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	NTHSEA_HILOW
PfIL320H04	DV570464	none		Larsen_2007	NTHSEA_HILOW
Contig559	DV570466	60S ribosomal protein L3		Larsen_2007	NTHSEA_BALTIC
Contig395	DV570470	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)"		Larsen_2007	NTHSEA_BALTIC
Contig396	DV570479	complement control protein factor I-B		Larsen_2007	NTHSEA_HILOW
Contig983	DV570491	eukaryotic translation elongation factor 1 gamma	protein biosynthesis;	Larsen_2007	NTHSEA_BALTIC
Contig202	DV570492	similar to onzin		Larsen_2007	HIGH_LOW_SALINITY
Contig202	DV570492	similar to onzin		Larsen_2007	NTHSEA_HILOW
PfIL003C07	EC377562	CNS0GKW2Tetraodon nigroviridis full-length cDNA		Larsen_2007	NTHSEA_BALTIC
Contig894	EC377563	cDNA clone lk_hhL1_0002c23.pDNRF2		Larsen_2007	NTHSEA_BALTIC
Contig683	EC377574	60S ribosomal protein L37a	protein biosynthesis; ribosome biogenesis and assembly;	Larsen_2007	NTHSEA_HILOW
Contig1006	EC377581	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig889	EC377585	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
PfIL007E06	EC377591	none		Larsen_2007	HIGH_LOW_SALINITY
Contig41	EC377598	Lysozyme c		Larsen_2007	NTHSEA_HILOW
PfIL008E09	EC377605	S-adenosylhomocysteine hydrolase-like 2	one-carbon compound metabolism; methionine metabolism;	Larsen_2007	BALTIC_HILOW
PfIL011F04	EC377634	cDNA clone lk_hhlvxxxx_0002o18.pDNRF2.		Larsen_2007	NTHSEA_HILOW
Contig647	EC377640	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC377640	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
PfIL012D11	EC377646	none		Larsen_2007	NTHSEA_BALTIC
Contig925	EC377648	unnamed protein product CAG03272		Larsen_2007	HIGH_LOW_SALINITY
Contig925	EC377648	unnamed protein product CAG03272		Larsen_2007	NTHSEA_HILOW
Contig662	EC377655	fertilization envelope outer layer protein		Larsen_2007	NTHSEA_HILOW
Contig762	EC377677	ubiquitin	cellular protein metabolism;	Larsen_2007	NTHSEA_HILOW
Contig41	EC377679	Lysozyme c		Larsen_2007	NTHSEA_HILOW
PfIL020H10	EC377685	STEAP family member 4	fat cell differentiation;	Larsen_2007	NTHSEA_BALTIC
Contig776	EC377709	heat shock protein 90 beta	biological_process;	Larsen_2007	NTHSEA_HILOW
PfIL140H08	EC377713	similar to coagulation factor 10; coagulation factor X	physiological process;	Larsen_2007	NTHSEA_BALTIC
PfIL201A05	EC377714	AFG3(ATPase family gene 3)-like 1	proteolysis and peptidolysis; protein catabolism;	Larsen_2007	HIGH_LOW_SALINITY
PfIL201A05	EC377714	AFG3(ATPase family gene 3)-like 1	proteolysis and peptidolysis; protein catabolism;	Larsen_2007	NTHSEA_HILOW
Contig1110	EC377716	none		Larsen_2007	NTHSEA_BALTIC
Contig1006	EC377756	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig1096	EC377757	40S ribosomal protein S27		Larsen_2007	NTHSEA_BALTIC
Contig749	EC377765	Translocon-associated protein beta		Larsen_2007	NTHSEA_BALTIC
PfIL205A07	EC377767	"cDNA clone JFL1-188 similar to eukaryotic translation initiation factor 3, subunit 8"		Larsen_2007	NTHSEA_BALTIC
Contig53	EC377779	"Poly A binding protein, cytoplasmic 1 (pabpc1)"		Larsen_2007	NTHSEA_BALTIC
Contig889	EC377798	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig1006	EC377810	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig1096	EC377822	40S ribosomal protein S27		Larsen_2007	NTHSEA_BALTIC
PfIL209H10	EC377855	18S rRNA gene		Larsen_2007	HIGH_LOW_SALINITY
PfIL209H10	EC377855	18S rRNA gene		Larsen_2007	NTHSEA_HILOW
Contig867	EC377858	60S ribosomal protein L38	protein biosynthesis; ribosome biogenesis and assembly;	Larsen_2007	NTHSEA_HILOW
Contig1095	EC377860	transport protein Sec61 beta subunit	protein targeting;	Larsen_2007	NTHSEA_BALTIC
Contig917	EC377907	none		Larsen_2007	NTHSEA_BALTIC
Contig354	EC377932	"Chaperonin containing TCP1, subunit 6A (zeta 1)"	cellular protein metabolism;	Larsen_2007	NTHSEA_HILOW
Contig683	EC377935	60S ribosomal protein L37a	protein biosynthesis; ribosome biogenesis and assembly;	Larsen_2007	NTHSEA_HILOW
PfIL215D09	EC377942	none		Larsen_2007	NTHSEA_BALTIC
Contig694	EC377950	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	HIGH_LOW_SALINITY
Contig694	EC377950	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	NTHSEA_HILOW
Contig1018	EC377960	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig911	EC377963	ferritin heavy subunit; ferritin H		Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC377964	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC377964	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig1110	EC377965	none		Larsen_2007	NTHSEA_BALTIC
Contig776	EC377977	heat shock protein 90 beta	biological_process;	Larsen_2007	NTHSEA_HILOW
Contig917	EC377990	none		Larsen_2007	NTHSEA_BALTIC
Contig1013	EC377999	Transferrin		Larsen_2007	NTHSEA_BALTIC
Contig683	EC378016	60S ribosomal protein L37a	protein biosynthesis; ribosome biogenesis and assembly;	Larsen_2007	NTHSEA_HILOW
Contig480	EC378021	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378021	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
PfIL219H03	EC378027	none		Larsen_2007	NTHSEA_BALTIC
Contig776	EC378058	heat shock protein 90 beta	biological_process;	Larsen_2007	NTHSEA_HILOW
Contig1018	EC378067	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
PfIL222E04	EC378077	transcription factor E4TF1	"regulation of transcription, DNA-dependent; positive regulation of transcription; regulation of transcription from RNA polymerase II promoter;"	Larsen_2007	NTHSEA_BALTIC
PfIL223H07	EC378094	none		Larsen_2007	NTHSEA_HILOW
Contig563	EC378101	Zgc:103569		Larsen_2007	NTHSEA_HILOW
Contig480	EC378124	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378124	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig19	EC378139	Neurotoxin/C59/Ly-6-like protein		Larsen_2007	NTHSEA_BALTIC
Contig19	EC378139	Neurotoxin/C59/Ly-6-like protein		Larsen_2007	NTHSEA_HILOW
Contig905	EC378146	nucleolin		Larsen_2007	NTHSEA_BALTIC
Contig939	EC378148	cDNA clone SL3-0203 sim to Transferrin receptor		Larsen_2007	NTHSEA_BALTIC
Contig647	EC378157	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC378157	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
PfIL228D09	EC378170	none		Larsen_2007	NTHSEA_BALTIC
Contig1018	EC378195	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig480	EC378213	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378213	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig647	EC378220	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC378220	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
PfIL231C04	EC378223	none		Larsen_2007	NTHSEA_BALTIC
Contig894	EC378224	cDNA clone lk_hhL1_0002c23.pDNRF2		Larsen_2007	NTHSEA_BALTIC
PfIL231G08	EC378230	basic transcription factor 3-like 4	"regulation of transcription, DNA-dependent; regulation of transcription from RNA polymerase II promoter;"	Larsen_2007	NTHSEA_HILOW
Contig237	EC378232	none		Larsen_2007	HIGH_LOW_SALINITY
Contig237	EC378232	none		Larsen_2007	NTHSEA_HILOW
Contig911	EC378233	ferritin heavy subunit; ferritin H		Larsen_2007	HIGH_LOW_SALINITY
Contig1085	EC378237	Cell death activator CIDE-B		Larsen_2007	HIGH_LOW_SALINITY
Contig1063	EC378248	ribosomal protein L19		Larsen_2007	NTHSEA_HILOW
Contig1018	EC378249	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig307	EC378254	transmembrane emp24 protein transport domain containing 7 (TMED7)		Larsen_2007	NTHSEA_BALTIC
PfIL234H10	EC378278	zinc finger protein 319		Larsen_2007	NTHSEA_HILOW
Contig480	EC378303	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378303	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig563	EC378313	Zgc:103569		Larsen_2007	NTHSEA_HILOW
PfIL238C11	EC378317	preimplantation protein 3	transport;	Larsen_2007	NTHSEA_BALTIC
PfIL239D12	EC378330	none		Larsen_2007	NTHSEA_BALTIC
Contig662	EC378334	fertilization envelope outer layer protein		Larsen_2007	NTHSEA_HILOW
Contig983	EC378337	eukaryotic translation elongation factor 1 gamma	protein biosynthesis;	Larsen_2007	NTHSEA_BALTIC
Contig1018	EC378349	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig1018	EC378367	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig480	EC378370	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378370	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig883	EC378371	"L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain"		Larsen_2007	NTHSEA_BALTIC
Contig1095	EC378389	transport protein Sec61 beta subunit	protein targeting;	Larsen_2007	NTHSEA_BALTIC
PfIL243B02	EC378398	immunoglobulin D heavy chain		Larsen_2007	NTHSEA_BALTIC
Contig694	EC378403	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	HIGH_LOW_SALINITY
Contig694	EC378403	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	NTHSEA_HILOW
Contig964	EC378405	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig964	EC378405	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
PfIL244A09	EC378414	cDNA clone CLJ325-D02		Larsen_2007	HIGH_LOW_SALINITY
PfIL244A09	EC378414	cDNA clone CLJ325-D02		Larsen_2007	NTHSEA_HILOW
Contig396	EC378440	complement control protein factor I-B		Larsen_2007	NTHSEA_HILOW
Contig775	EC378444	"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 12"		Larsen_2007	NTHSEA_BALTIC
Contig1071	EC378445	Mitochondrial ribosomal protein L47		Larsen_2007	NTHSEA_BALTIC
PfIL247G04	EC378475	xylulokinase homolog	generation of precursor metabolites and energy; xylulose metabolism;	Larsen_2007	NTHSEA_HILOW
Contig662	EC378486	fertilization envelope outer layer protein		Larsen_2007	NTHSEA_HILOW
PfIL251A09	EC378520	inorganic pyrophosphatase 2	oxidative phosphorylation;	Larsen_2007	NTHSEA_BALTIC
Contig694	EC378524	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	HIGH_LOW_SALINITY
Contig694	EC378524	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	NTHSEA_HILOW
Contig880	EC378538	flavin adenine dinucleotide synthetase		Larsen_2007	BALTIC_HILOW
Contig1110	EC378542	none		Larsen_2007	NTHSEA_BALTIC
Contig925	EC378547	unnamed protein product CAG03272		Larsen_2007	HIGH_LOW_SALINITY
Contig925	EC378547	unnamed protein product CAG03272		Larsen_2007	NTHSEA_HILOW
Contig647	EC378549	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC378549	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
Contig396	EC378550	complement control protein factor I-B		Larsen_2007	NTHSEA_HILOW
Contig889	EC378554	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig480	EC378580	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378580	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
PfIL256E06	EC378606	cDNA clone ssal_rgb2_631_267_fwd		Larsen_2007	NTHSEA_BALTIC
Contig762	EC378627	ubiquitin	cellular protein metabolism;	Larsen_2007	NTHSEA_HILOW
Contig445	EC378631	cDNA clone JFConA705F		Larsen_2007	NTHSEA_BALTIC
Contig877	EC378639	biliverdin reductase B (flavin reductase (NADPH))	chlorophyll metabolism;	Larsen_2007	NTHSEA_BALTIC
Contig889	EC378644	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig889	EC378653	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig964	EC378660	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig964	EC378660	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
Contig1033	EC378677	none		Larsen_2007	NTHSEA_BALTIC
Contig1039	EC378679	"5'-nucleotidase, cytosolic III"		Larsen_2007	NTHSEA_BALTIC
Contig1095	EC378680	transport protein Sec61 beta subunit	protein targeting;	Larsen_2007	NTHSEA_BALTIC
Contig1095	EC378680	transport protein Sec61 beta subunit	protein targeting;	Larsen_2007	NTHSEA_BALTIC
Contig889	EC378682	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig237	EC378718	none		Larsen_2007	HIGH_LOW_SALINITY
Contig237	EC378718	none		Larsen_2007	NTHSEA_HILOW
Contig953	EC378729	Putative complement factor Bf/C2		Larsen_2007	HIGH_LOW_SALINITY
Contig953	EC378729	Putative complement factor Bf/C2		Larsen_2007	NTHSEA_HILOW
Contig889	EC378730	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig145	EC378743	"3-hydroxyanthranilate 3,4-dioxygenase 3-HAO"		Larsen_2007	HIGH_LOW_SALINITY
Contig145	EC378743	"3-hydroxyanthranilate 3,4-dioxygenase 3-HAO"		Larsen_2007	NTHSEA_HILOW
Contig1006	EC378761	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig1008	EC378779	peptidylprolyl isomerase A	protein folding;	Larsen_2007	NTHSEA_BALTIC
Contig878	EC378787	gamma-filamin		Larsen_2007	NTHSEA_BALTIC
Contig647	EC378794	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC378794	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
Contig939	EC378795	cDNA clone SL3-0203 sim to Transferrin receptor		Larsen_2007	NTHSEA_BALTIC
Contig1018	EC378796	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig19	EC378812	Neurotoxin/C59/Ly-6-like protein		Larsen_2007	NTHSEA_BALTIC
Contig19	EC378812	Neurotoxin/C59/Ly-6-like protein		Larsen_2007	NTHSEA_HILOW
PfIL273D07	EC378840	cDNA clone Pf_IL_302B12 5' similar to Acyl-CoA-binding protein		Larsen_2007	HIGH_LOW_SALINITY
PfIL273D07	EC378840	cDNA clone Pf_IL_302B12 5' similar to Acyl-CoA-binding protein		Larsen_2007	NTHSEA_HILOW
PfIL273D07	EC378840	cDNA clone Pf_IL_302B12 5' similar to Acyl-CoA-binding protein		Larsen_2007	BALTIC_HILOW
Contig1082	EC378841	none		Larsen_2007	NTHSEA_BALTIC
Contig889	EC378881	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig1110	EC378891	none		Larsen_2007	NTHSEA_BALTIC
Contig1006	EC378898	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig964	EC378899	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig964	EC378899	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
Contig41	EC378913	Lysozyme c		Larsen_2007	NTHSEA_HILOW
Contig1056	EC378921	Synaptotagmin-15		Larsen_2007	NTHSEA_BALTIC
Contig41	EC378925	Lysozyme c		Larsen_2007	NTHSEA_HILOW
Contig480	EC378927	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378927	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig41	EC378945	Lysozyme c		Larsen_2007	NTHSEA_HILOW
PfIL278E11	EC378946	cDNA clone lk_hhsk_0004i15.pDNRF2		Larsen_2007	NTHSEA_BALTIC
Contig480	EC378953	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378953	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig480	EC378956	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC378956	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig19	EC378957	Neurotoxin/C59/Ly-6-like protein		Larsen_2007	NTHSEA_BALTIC
Contig19	EC378957	Neurotoxin/C59/Ly-6-like protein		Larsen_2007	NTHSEA_HILOW
Contig1018	EC378972	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig1013	EC378980	Transferrin		Larsen_2007	NTHSEA_BALTIC
Contig364	EC378983	"Translocon associated protein, gamma subunit"	cotranslational protein-membrane targeting;	Larsen_2007	NTHSEA_BALTIC
Contig889	EC378990	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
PfIL280H02	EC378992	cDNA clone Hh_ystG_22C12		Larsen_2007	NTHSEA_BALTIC
Contig694	EC379000	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	HIGH_LOW_SALINITY
Contig694	EC379000	prothrombin precursor	blood coagulation; proteolysis and peptidolysis;	Larsen_2007	NTHSEA_HILOW
Contig964	EC379006	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig964	EC379006	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
Contig964	EC379008	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig964	EC379008	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
PfIL283A02	EC379009	similar to PYRIN-containing APAF1-like protein 7		Larsen_2007	NTHSEA_BALTIC
PfIL283C02	EC379012	similar to sarcoma antigen NY-SAR-48 isoform b		Larsen_2007	BALTIC_HILOW
PfIL283D03	EC379015	none		Larsen_2007	NTHSEA_HILOW
Contig1095	EC379016	transport protein Sec61 beta subunit	protein targeting;	Larsen_2007	NTHSEA_BALTIC
Contig1095	EC379016	transport protein Sec61 beta subunit	protein targeting;	Larsen_2007	NTHSEA_BALTIC
Contig803	EC379021	Cystatin domain fetuin-like protein		Larsen_2007	HIGH_LOW_SALINITY
Contig1098	EC379026	family-2 cystatin		Larsen_2007	BALTIC_HILOW
Contig1018	EC379039	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig923	EC379064	cDNA clone HKC069		Larsen_2007	NTHSEA_BALTIC
PfIL286G06	EC379071	cDNA clone JFConA289F		Larsen_2007	NTHSEA_BALTIC
Contig563	EC379079	Zgc:103569		Larsen_2007	NTHSEA_HILOW
Contig480	EC379088	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379088	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig662	EC379112	fertilization envelope outer layer protein		Larsen_2007	NTHSEA_HILOW
Contig1006	EC379119	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig1105	EC379139	"mago-nashi homolog, proliferation-associated"		Larsen_2007	NTHSEA_HILOW
PfIL292B11	EC379162	cDNA clone CNS0GKLS		Larsen_2007	NTHSEA_HILOW
Contig647	EC379177	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC379177	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
Contig480	EC379194	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379194	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig1013	EC379196	Transferrin		Larsen_2007	NTHSEA_BALTIC
Contig480	EC379202	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379202	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig1110	EC379207	none		Larsen_2007	NTHSEA_BALTIC
PfIL295B01	EC379211	cDNA clone down057 similar to 3-pass transmembrane protein		Larsen_2007	NTHSEA_BALTIC
Contig951	EC379221	Src family associated phosphoprotein 2		Larsen_2007	NTHSEA_BALTIC
Contig647	EC379230	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC379230	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
Contig880	EC379236	flavin adenine dinucleotide synthetase		Larsen_2007	BALTIC_HILOW
Contig1013	EC379251	Transferrin		Larsen_2007	NTHSEA_BALTIC
PfIL298E02	EC379258	complement control protein factor I-B		Larsen_2007	NTHSEA_BALTIC
Contig1013	EC379268	Transferrin		Larsen_2007	NTHSEA_BALTIC
Contig1008	EC379271	peptidylprolyl isomerase A	protein folding;	Larsen_2007	NTHSEA_BALTIC
Contig1018	EC379279	Prostaglandin D synthase		Larsen_2007	NTHSEA_HILOW
Contig883	EC379289	"L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain"		Larsen_2007	NTHSEA_BALTIC
Contig647	EC379311	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC379311	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
PfIL302B10	EC379319	none		Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379328	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379328	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig1033	EC379333	none		Larsen_2007	NTHSEA_BALTIC
Contig480	EC379334	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379334	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig964	EC379364	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig964	EC379364	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
Contig647	EC379366	angiotensinogen precursor		Larsen_2007	HIGH_LOW_SALINITY
Contig647	EC379366	angiotensinogen precursor		Larsen_2007	NTHSEA_HILOW
Contig396	EC379377	complement control protein factor I-B		Larsen_2007	NTHSEA_HILOW
Contig945	EC379383	cDNA clone CNS0FA9Z		Larsen_2007	NTHSEA_BALTIC
Contig945	EC379385	cDNA clone CNS0FA9Z		Larsen_2007	NTHSEA_BALTIC
Contig889	EC379396	Cofilin 2	actin cytoskeleton organization and biogenesis; Rho protein signal transduction; anti-apoptosis;	Larsen_2007	NTHSEA_HILOW
Contig964	EC379406	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	NTHSEA_HILOW
Contig964	EC379406 	Alpha 2HS glycoprotein	cellular process; organismal physiological process; regulation of physiological process;	Larsen_2007	HIGH_LOW_SALINITY
Contig1056	EC379407	Synaptotagmin-15		Larsen_2007	NTHSEA_BALTIC
Contig894	EC379411	cDNA clone lk_hhL1_0002c23.pDNRF2		Larsen_2007	NTHSEA_BALTIC
Contig480	EC379417	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379417	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig749	EC379427	Translocon-associated protein beta		Larsen_2007	NTHSEA_BALTIC
Contig923	EC379457	cDNA clone HKC069		Larsen_2007	NTHSEA_BALTIC
Contig1092	EC379468	"Cytochrome c oxidase polypeptide VIII-heart, mitochondrial precursor"		Larsen_2007	NTHSEA_BALTIC
Contig836	EC379477	JFConA942Fsimilar to mouse Sulfated glycoprotein		Larsen_2007	NTHSEA_HILOW
Contig1006	EC379480	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
Contig1071	EC379483	Mitochondrial ribosomal protein L47		Larsen_2007	NTHSEA_BALTIC
Contig997	EC379524	SWAN RNA binding motif protein 12		Larsen_2007	NTHSEA_BALTIC
Contig1105	EC379534	"mago-nashi homolog, proliferation-associated"		Larsen_2007	NTHSEA_HILOW
Contig75	EC379539	hypothetical protein XP_679282		Larsen_2007	NTHSEA_BALTIC
Contig480	EC379540	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	HIGH_LOW_SALINITY
Contig480	EC379540	Apolipoprotein AI	lipoprotein metabolism; lipid transport;	Larsen_2007	NTHSEA_HILOW
Contig237	EC379559	none		Larsen_2007	HIGH_LOW_SALINITY
Contig237	EC379559	none		Larsen_2007	NTHSEA_HILOW
Contig385	EC379572	none		Larsen_2007	NTHSEA_BALTIC
PfIL316F04	EC379578	cDNA clone Hh_emG_21E08		Larsen_2007	NTHSEA_BALTIC
Contig893	EC379584	"Fatty acyl-CoA hydrolase precursor, medium chain"		Larsen_2007	NTHSEA_BALTIC
Contig1006	EC379589	CD59 Glycoprotein precursor (MAC 1P)		Larsen_2007	NTHSEA_BALTIC
